name,price,category,designer,sellable_online,depth,height,width,short_description
IVAR,428.0,Bookcases & shelving units,IKEA of Sweden,True,50.0,226.0,89.0,"        Shelving unit with clothes rail,          89x50x226 cm"
JONAXEL,670.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,173.0,173.0,"        Frame/w bskts/clths rl/shlv uts,          173x51x173 cm"
IVAR,1980.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,179.0,259.0,"        Shelving unit w cabinets/drawers,          259x30x179 cm"
IVAR,990.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,124.0,259.0,"        3 sections/shelves/cabinet,          259x30x124 cm"
IVAR,718.0,Bookcases & shelving units,IKEA of Sweden/Sarah Fager,True,50.0,124.0,174.0,"        Shelving unit w shelves/drwrs/rail,          174x50x124 cm"
IVAR,395.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,179.0,89.0,"        Shelving unit,          89x30x179 cm"
IVAR,906.0,Bookcases & shelving units,IKEA of Sweden,True,50.0,226.0,134.0,"        2 sections/shelves,          134x50x226 cm"
KALLAX,100.0,Bookcases & shelving units,IKEA of Sweden,True,38.0,33.0,33.0,"        Insert with mirror door,          33x33 cm"
IVAR,760.0,Bookcases & shelving units,IKEA of Sweden,True,50.0,226.0,174.0,"        Shelving unit with clothes rail,          174x50x226 cm"
IVAR,440.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,179.0,134.0,"        2 sections/shelves,          134x30x179 cm"
SVALNAS,1245.0,Bookcases & shelving units,Jon Karlsson,True,35.0,176.0,150.0,"        Wall-mounted workspace combination,          150x35x176 cm"
JONAXEL,560.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,104.0,148.0,"        Frame/wire baskets/top shelves,          148x51x104 cm"
IVAR,1225.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,226.0,219.0,"        Shelving unit w cabinets/drawers,          219x30x226 cm"
KOLBJORN,1145.0,Bookcases & shelving units,IKEA of Sweden,True,37.0,161.0,251.0,"        Shelving unit with cabinet,          251x37x161 cm"
SVALNAS,1620.0,Bookcases & shelving units,Jon Karlsson,True,25.0,176.0,193.0,"        Wall-mounted shelf combination,          193x25x176 cm"
ALGOT,555.0,Bookcases & shelving units,Francis Cayouette,True,41.0,180.0,127.0,"        2 sections/shelves,          127x41x180 cm"
BILLY,700.0,Bookcases & shelving units,IKEA of Sweden/Gillis Lundgren,True,28.0,237.0,120.0,"        Bookcase combination/hght extension,          120x28x237 cm"
JONAXEL,950.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,207.0,173.0,"        Frame/mesh baskts/clths rl/shlv uts,          173x51x207 cm"
VITTSJO,1035.0,Bookcases & shelving units,Johan Kroon,True,36.0,175.0,300.0,"        Storage combination,          300x36x175 cm"
JONAXEL,975.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,207.0,148.0,"        Frame/mesh baskets/clothes rails,          148x51x207 cm"
BROR,375.0,Bookcases & shelving units,IKEA of Sweden,True,55.0,110.0,85.0,"        Shelving unit,          85x55x110 cm"
IVAR,1110.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,179.0,259.0,"        3 sections/shelves,          259x30x179 cm"
ALGOT / BROR,1311.0,Bookcases & shelving units,Francis Cayouette/IKEA of Sweden,True,41.0,162.0,162.0,"        Shelving unit with cabinet,          162x41x162 cm"
BROR,1125.0,Bookcases & shelving units,IKEA of Sweden,True,55.0,110.0,234.0,"        Shelving unit,          234x55x110 cm"
IVAR,910.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,179.0,134.0,"        Shelving unit w cabinets/drawers,          134x30x179 cm"
IVAR,75.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,14.0,39.0,"        Drawer,          39x30x14 cm"
ALGOT,245.0,Bookcases & shelving units,Francis Cayouette,True,41.0,197.0,65.0,"        Wall upright/mesh baskets,          65x41x197 cm"
ALGOT,594.0,Bookcases & shelving units,Francis Cayouette,True,41.0,170.0,189.0,"        3 sections/shelves,          189x41x170 cm"
SVALNAS,2070.0,Bookcases & shelving units,Jon Karlsson,True,35.0,176.0,193.0,"        Wall-mounted storage combination,          193x35x176 cm"
ALGOT,296.0,Bookcases & shelving units,Francis Cayouette,True,41.0,197.0,86.0,"        Wall upright/shelves,          86x41x197 cm"
BESTA,1850.0,Cabinets & cupboards,IKEA of Sweden,True,42.0,192.0,120.0,"        Storage combination w glass doors,          120x42x192 cm"
BESTA,820.0,Cabinets & cupboards,Carl Ojerstam/IKEA of Sweden,True,42.0,48.0,120.0,"        TV bench with drawers,          120x42x48 cm"
KALLAX,250.0,Cabinets & cupboards,Tord Bjorklund,True,39.0,147.0,77.0,"        Shelving unit,          77x147 cm"
EKET,311.0,Cabinets & cupboards,Jon Karlsson,True,35.0,80.0,70.0,"        Cabinet combination with legs,          70x35x80 cm"
IVAR,295.0,Cabinets & cupboards,IKEA of Sweden,True,30.0,83.0,80.0,"        Cabinet,          80x30x83 cm"
LOMMARP,1116.0,Cabinets & cupboards,Francis Cayouette,True,49.0,199.0,86.0,"        Cabinet with glass doors,          86x199 cm"
DETOLF,295.0,Cabinets & cupboards,IKEA of Sweden,True,37.0,163.0,43.0,"        Glass-door cabinet,          43x163 cm"
KALLAX,500.0,Cabinets & cupboards,Tord Bjorklund,True,39.0,147.0,77.0,"        Shelving unit with 4 inserts,          77x147 cm"
BILLY / OXBERG,315.0,Cabinets & cupboards,Gillis Lundgren,True,30.0,106.0,80.0,"        Bookcase with doors,          80x30x106 cm"
SYVDE,595.0,Cabinets & cupboards,IKEA of Sweden,True,48.0,123.0,100.0,"        Cabinet with glass doors,          100x123 cm"
EKET,377.0,Cabinets & cupboards,Jon Karlsson/IKEA of Sweden,True,25.0,107.0,70.0,"        Cabinet combination with feet,          70x25x107 cm"
LIXHULT,580.0,Cabinets & cupboards,Jon Karlsson,True,35.0,60.0,140.0,"        Storage combination,          140x82 cm"
LIXHULT,175.0,Cabinets & cupboards,Jon Karlsson,True,35.0,35.0,60.0,"        Cabinet,          60x35 cm"
BILLY / OXBERG,195.0,Cabinets & cupboards,Gillis Lundgren,True,30.0,106.0,40.0,"        Bookcase with door,          40x30x106 cm"
HEMNES,1595.0,Cabinets & cupboards,Carina Bengs,True,37.0,197.0,90.0,"        Glass-door cabinet with 3 drawers,          90x197 cm"
BILLY / OXBERG,385.0,Cabinets & cupboards,Gillis Lundgren,True,30.0,202.0,80.0,"        Bookcase with doors,          80x30x202 cm"
BESTA,920.0,Cabinets & cupboards,IKEA of Sweden/Carl Ojerstam,True,42.0,74.0,120.0,"        Storage combination with doors,          120x42x74 cm"
LIXHULT,350.0,Cabinets & cupboards,Jon Karlsson,True,35.0,35.0,120.0,"        Cabinet combination,          120x35x57 cm"
BRUSALI,595.0,Cabinets & cupboards,IKEA of Sweden,True,48.0,190.0,80.0,"        High cabinet with door,          80x190 cm"
IVAR,345.0,Cabinets & cupboards,Sarah Fager,True,30.0,83.0,80.0,"        Cabinet with doors,          80x83 cm"
BRIMNES,445.0,Cabinets & cupboards,K Hagberg/M Hagberg,True,41.0,95.0,78.0,"        Cabinet with doors,          78x95 cm"
LIXHULT,356.0,Cabinets & cupboards,Jon Karlsson,True,25.0,50.0,50.0,"        Wall-mounted cabinet combination,          50x25x50 cm"
BRIMNES,395.0,Cabinets & cupboards,K Hagberg/M Hagberg,True,41.0,95.0,78.0,"        Cabinet with doors,          78x95 cm"
BRUSALI,375.0,Cabinets & cupboards,IKEA of Sweden,True,48.0,93.0,80.0,"        Cabinet with doors,          80x93 cm"
HEMNES,1395.0,Cabinets & cupboards,Carina Bengs,True,47.0,88.0,157.0,"        Sideboard,          157x88 cm"
LIXHULT,663.0,Cabinets & cupboards,Jon Karlsson,True,35.0,95.0,130.0,"        Storage combination,          130x117 cm"
BILLY / OXBERG,575.0,Cabinets & cupboards,Gillis Lundgren,True,30.0,202.0,80.0,"        Bookcase,          80x30x202 cm"
LIATORP,1295.0,Cabinets & cupboards,Carina Bengs,True,42.0,214.0,96.0,"        Glass-door cabinet,          96x214 cm"
BESTA,1870.0,Cabinets & cupboards,IKEA of Sweden,True,40.0,192.0,120.0,"        Storage combination with doors,          120x40x192 cm"
LIATORP,1345.0,Cabinets & cupboards,Carina Bengs,True,48.0,87.0,145.0,"        Sideboard,          145x87 cm"
IVAR,440.0,Cabinets & cupboards,Sarah Fager/IKEA of Sweden,True,30.0,124.0,89.0,"        Cabinet with doors,          89x30x124 cm"
LIXHULT,145.0,Cabinets & cupboards,Jon Karlsson,True,35.0,60.0,35.0,"        Cabinet,          35x60 cm"
BRIMNES,476.0,Cabinets & cupboards,K Hagberg/M Hagberg,True,35.0,190.0,80.0,"        Glass-door cabinet,          80x190 cm"
EKET,656.0,Cabinets & cupboards,IKEA of Sweden/Jon Karlsson,True,35.0,210.0,80.0,"        Wall-mounted cabinet combination,          80x35x210 cm"
MILSBO,995.0,Cabinets & cupboards,Jonas Hultqvist,True,42.0,175.0,73.0,"        Glass-door cabinet,          73x175 cm"
BILLY / OXBERG,915.0,Cabinets & cupboards,Gillis Lundgren,True,30.0,202.0,120.0,"        Bookcase with glass-doors,          120x30x202 cm"
HAVSTA,925.0,Cabinets & cupboards,IKEA of Sweden,True,37.0,134.0,81.0,"        Cabinet with plinth,          81x37x134 cm"
LIATORP,1445.0,Cabinets & cupboards,Carina Bengs,True,38.0,214.0,96.0,"        Bookcase with glass-doors,          96x214 cm"
LIXHULT,409.0,Cabinets & cupboards,Jon Karlsson,True,35.0,60.0,95.0,"        Storage combination,          95x82 cm"
IKEA PS,425.0,Cabinets & cupboards,Nicholai Wiig Hansen,True,40.0,63.0,119.0,"        Cabinet,          119x63 cm"
EKET,620.0,Cabinets & cupboards,Jon Karlsson,True,35.0,80.0,140.0,"        Cabinet combination with legs,          140x35x80 cm"
FABRIKOR,636.0,Cabinets & cupboards,Nike Karlsson,True,42.0,113.0,81.0,"        Glass-door cabinet,          81x113 cm"
BESTA,1045.0,Cabinets & cupboards,IKEA of Sweden,True,42.0,202.0,120.0,"        Storage combination with doors,          120x42x202 cm"
BILLY,516.0,Cabinets & cupboards,Gillis Lundgren,True,30.0,202.0,80.0,"        Bookcase with glass-doors,          80x30x202 cm"
REGISSOR,796.0,Cabinets & cupboards,K Hagberg/M Hagberg,True,38.0,110.0,118.0,"        Cabinet,          118x110 cm"
BESTA,980.0,Cabinets & cupboards,IKEA of Sweden,True,42.0,74.0,120.0,"        TV bench with doors,          120x42x74 cm"
BESTA,2470.0,Cabinets & cupboards,IKEA of Sweden,True,42.0,230.0,240.0,"        TV storage combination,          240x42x230 cm"
BILLY / MORLIDEN,245.0,Cabinets & cupboards,IKEA of Sweden/Gillis Lundgren,True,30.0,106.0,40.0,"        Bookcase with glass door,          40x30x106 cm"
PLATSA,1268.0,Cabinets & cupboards,IKEA of Sweden,True,42.0,301.0,80.0,"        Storage combination,          80x42x301 cm"
LIXHULT,89.0,Cabinets & cupboards,Jon Karlsson,True,25.0,25.0,25.0,"        Cabinet,          25x25 cm"
HEMNES,595.0,Cabinets & cupboards,IKEA of Sweden,True,38.0,131.0,42.0,"        High cabinet with glass door,          42x38x131 cm"
BESTA,1400.0,Cabinets & cupboards,IKEA of Sweden,True,42.0,74.0,180.0,"        Storage combination with doors,          180x42x74 cm"
BRYGGJA,597.0,Cabinets & cupboards,Ola Wihlborg,True,43.0,173.0,120.0,"        Storage unit,          120x173 cm"
BILLY / OXBERG,930.0,Cabinets & cupboards,Gillis Lundgren,True,30.0,202.0,120.0,"        Bookcase with panel/glass doors,          120x30x202 cm"
LIXHULT,700.0,Cabinets & cupboards,Jon Karlsson,True,35.0,70.0,120.0,"        Cabinet combination,          120x35x92 cm"
LIXHULT,178.0,Cabinets & cupboards,Jon Karlsson,True,25.0,50.0,25.0,"        Storage combination,          25x25x50 cm"
BEKANT,1389.0,Cabinets & cupboards,Eva Lilja Lowenhielm/IKEA of Sweden,True,45.0,101.0,61.0,"        Storage unit with smart lock,          61x101 cm"
ERIK,595.0,Cabinets & cupboards,IKEA of Sweden,True,50.0,104.0,41.0,"        File cabinet,          41x104 cm"
BESTA,170.0,Cabinets & cupboards,IKEA of Sweden,True,40.0,38.0,120.0,"        Frame,          120x40x38 cm"
MALSJO,2100.0,Cabinets & cupboards,Carina Bengs,True,48.0,92.0,145.0,"        Sideboard basic unit,          145x92 cm"
HAVSTA,695.0,Cabinets & cupboards,IKEA of Sweden,True,47.0,89.0,81.0,"        Cabinet with plinth,          81x47x89 cm"
LIXHULT,643.0,Cabinets & cupboards,Jon Karlsson,True,35.0,60.0,130.0,"        Storage combination,          130x82 cm"
GALANT,5290.0,Cabinets & cupboards,K Malmvall/E Lilja Lowenhielm,True,45.0,120.0,320.0,"        Storage combination w sliding doors,          320x120 cm"
GALANT,945.0,Cabinets & cupboards,Eva Lilja Lowenhielm,True,45.0,120.0,80.0,"        Cabinet with doors,          80x120 cm"
HALLAN,875.0,Cabinets & cupboards,Jon Karlsson,True,47.0,167.0,45.0,"        Storage combination with doors,          45x47x167 cm"
HALLAN,700.0,Cabinets & cupboards,Jon Karlsson,True,47.0,167.0,45.0,"        Storage combination with doors,          45x47x167 cm"
BESTA,225.0,Cabinets & cupboards,IKEA of Sweden,True,40.0,192.0,60.0,"        Frame,          60x40x192 cm"
FABRIKOR,676.0,Cabinets & cupboards,Nike Karlsson,True,47.0,150.0,57.0,"        Glass-door cabinet,          57x150 cm"
BILLY / MORLIDEN,415.0,Cabinets & cupboards,Gillis Lundgren/IKEA of Sweden,True,30.0,106.0,80.0,"        Bookcase with glass-doors,          80x30x106 cm"
EKET,1248.0,Cabinets & cupboards,Jon Karlsson/IKEA of Sweden,True,35.0,212.0,70.0,"        Cabinet combination with feet,          70x35x212 cm"
IDASEN,995.0,Cabinets & cupboards,Jon Karlsson,True,47.0,172.0,45.0,"        High cabinet with drawer and doors,          45x172 cm"
HAVSTA,975.0,Cabinets & cupboards,IKEA of Sweden,True,37.0,134.0,81.0,"        Glass-door cabinet with plinth,          81x37x134 cm"
BESTA,420.0,Cabinets & cupboards,IKEA of Sweden,True,40.0,202.0,60.0,"        Cabinet unit,          60x40x202 cm"
LIXHULT,508.0,Cabinets & cupboards,Jon Karlsson,True,35.0,70.0,95.0,"        Storage combination,          95x92 cm"
BRIMNES,952.0,Cabinets & cupboards,K Hagberg/M Hagberg,True,35.0,190.0,160.0,"        Storage combination w glass doors,          160x35x190 cm"
HAVSTA,1900.0,Cabinets & cupboards,IKEA of Sweden,True,37.0,134.0,162.0,"        Storage combination w glass-doors,          162x37x134 cm"
BESTA BURS,1195.0,Cabinets & cupboards,Mikael Warnhammar,True,41.0,49.0,180.0,"        TV bench,          180x41x49 cm"
MARKERAD,597.0,Cabinets & cupboards,Virgil Abloh,True,40.0,80.0,80.0,"        Glass-door cabinet,          80x80 cm"
EKET,356.0,Cabinets & cupboards,Jon Karlsson/IKEA of Sweden,True,35.0,107.0,35.0,"        Cabinet combination with feet,          35x35x107 cm"
GALANT,6480.0,Cabinets & cupboards,K Malmvall/E Lilja Lowenhielm,True,45.0,200.0,320.0,"        Storage combination w sliding doors,          320x200 cm"
HALLAN,650.0,Cabinets & cupboards,Jon Karlsson,True,47.0,142.0,45.0,"        Storage combination with doors,          45x47x142 cm"
HAVSTA,995.0,Cabinets & cupboards,IKEA of Sweden,True,47.0,89.0,121.0,"        Cabinet with plinth,          121x47x89 cm"
BESTA,1305.0,Cabinets & cupboards,IKEA of Sweden,True,42.0,64.0,180.0,"        Wall-mounted cabinet combination,          180x42x64 cm"
HAVSTA,1240.0,Cabinets & cupboards,IKEA of Sweden,True,47.0,212.0,81.0,"        Storage combination,          81x47x212 cm"
BESTA,2980.0,Cabinets & cupboards,IKEA of Sweden/Marcus Arvonen,True,42.0,230.0,240.0,"        TV storage combination/glass doors,          240x42x230 cm"
REGISSOR,1356.0,Cabinets & cupboards,K Hagberg/M Hagberg,True,38.0,203.0,118.0,"        Glass-door cabinet,          118x203 cm"
BESTA,480.0,Cabinets & cupboards,IKEA of Sweden,True,22.0,128.0,60.0,"        Wall cabinet with 2 doors,          60x22x128 cm"
HALLAN,325.0,Cabinets & cupboards,Jon Karlsson,True,47.0,75.0,45.0,"        Cabinet,          45x75 cm"
BESTA,1020.0,Cabinets & cupboards,Marcus Arvonen/Carl Ojerstam/IKEA of Sweden,True,22.0,202.0,60.0,"        Storage combination w glass doors,          60x22x202 cm"
LIXHULT,363.0,Cabinets & cupboards,Jon Karlsson,True,35.0,70.0,60.0,"        Storage combination,          60x92 cm"
HAVSTA,80.0,Cabinets & cupboards,IKEA of Sweden,True,37.0,12.0,81.0,"        Plinth,          81x37x12 cm"
BESTA,510.0,Cabinets & cupboards,IKEA of Sweden,True,40.0,48.0,120.0,"        TV bench,          120x40x48 cm"
BESTA,100.0,Cabinets & cupboards,IKEA of Sweden,True,20.0,38.0,60.0,"        Frame,          60x20x38 cm"
LIATORP,4335.0,Cabinets & cupboards,Carina Bengs,True,38.0,214.0,276.0,"        Storage combination with doors,          276x214 cm"
BESTA,965.0,Cabinets & cupboards,Marcus Arvonen/IKEA of Sweden,True,42.0,193.0,60.0,"        Storage combination w glass doors,          60x42x193 cm"
BESTA,125.0,Cabinets & cupboards,IKEA of Sweden,True,40.0,38.0,60.0,"        Frame,          60x40x38 cm"
BESTA,925.0,Cabinets & cupboards,IKEA of Sweden,True,42.0,38.0,180.0,"        TV bench with doors,          180x42x38 cm"
LIXHULT,99.0,Cabinets & cupboards,Jon Karlsson,True,35.0,35.0,35.0,"        Cabinet,          35x35 cm"
NANNARP,40.0,Cabinets & cupboards,Carl Ojerstam,True,100.0,100.0,100.0,        Leg
HAVSTA,845.0,Cabinets & cupboards,IKEA of Sweden,True,35.0,123.0,81.0,"        Cabinet,          81x35x123 cm"
HAVSTA,1550.0,Cabinets & cupboards,IKEA of Sweden,True,37.0,134.0,162.0,"        Storage combination,          162x37x134 cm"
BILLY / OXBERG,1390.0,Cabinets & cupboards,Gillis Lundgren,True,30.0,202.0,160.0,"        Bookcase,          160x30x202 cm"
BESTA,225.0,Cabinets & cupboards,IKEA of Sweden,True,40.0,64.0,120.0,"        Frame,          120x40x64 cm"
HALLAN,275.0,Cabinets & cupboards,Jon Karlsson,True,47.0,50.0,45.0,"        Cabinet,          45x50 cm"
HAVSTA,1295.0,Cabinets & cupboards,IKEA of Sweden,True,35.0,123.0,121.0,"        Glass-door cabinet,          121x35x123 cm"
GALANT,2545.0,Cabinets & cupboards,K Malmvall/E Lilja Lowenhielm,True,45.0,120.0,160.0,"        Cabinet with sliding doors,          160x120 cm"
BESTA,1600.5,Cabinets & cupboards,IKEA of Sweden,True,42.0,112.0,180.0,"        Storage combination with doors,          180x42x112 cm"
LIXHULT,267.0,Cabinets & cupboards,Jon Karlsson,True,25.0,75.0,25.0,"        Storage combination,          25x75 cm"
BESTA,1570.0,Cabinets & cupboards,IKEA of Sweden/Marcus Arvonen,True,40.0,128.0,120.0,"        Storage combination w glass doors,          120x40x128 cm"
BESTA,1820.0,Cabinets & cupboards,Marcus Arvonen/IKEA of Sweden,True,42.0,240.0,120.0,"        Storage combination w doors/drawers,          120x42x240 cm"
BESTA,135.0,Cabinets & cupboards,IKEA of Sweden,True,40.0,64.0,60.0,"        Frame,          60x40x64 cm"
BESTA / EKET,1469.0,Cabinets & cupboards,IKEA of Sweden/Jon Karlsson,True,40.0,170.0,180.0,"        Cabinet combination for TV,          180x40x170 cm"
EKET,114.0,Cabinets & cupboards,IKEA of Sweden/Jon Karlsson,True,35.0,35.0,35.0,"        Wall-mounted cabinet combination,          35x35x35 cm"
BILLY / OXBERG,2295.0,Cabinets & cupboards,IKEA of Sweden/Gillis Lundgren,True,30.0,237.0,200.0,"        Bookcase,          200x30x237 cm"
HALLAN,1575.0,Cabinets & cupboards,Jon Karlsson,True,47.0,167.0,90.0,"        Storage combination with doors,          90x47x167 cm"
HAVSTA,2645.0,Cabinets & cupboards,IKEA of Sweden,True,37.0,134.0,283.0,"        Storage comb w sliding glass doors,          283x37x134 cm"
LIXHULT,841.0,Cabinets & cupboards,Jon Karlsson,True,35.0,95.0,130.0,"        Storage combination,          130x117 cm"
BEKANT,1355.0,Cabinets & cupboards,Eva Lilja Lowenhielm,True,45.0,101.0,61.0,"        Storage unit on castors,          61x101 cm"
IDASEN,1495.0,Cabinets & cupboards,Jon Karlsson,True,45.0,140.0,120.0,"        Cabinet with sliding glass doors,          120x140 cm"
HAVSTA,1590.0,Cabinets & cupboards,IKEA of Sweden,True,47.0,212.0,81.0,"        Storage combination w glass-doors,          81x47x212 cm"
HAVSTA,1950.0,Cabinets & cupboards,IKEA of Sweden,True,37.0,134.0,162.0,"        Storage combination w glass doors,          162x37x134 cm"
LIXHULT,389.0,Cabinets & cupboards,Jon Karlsson,True,35.0,95.0,70.0,"        Storage combination,          70x117 cm"
BESTA,1550.0,Cabinets & cupboards,IKEA of Sweden/Carl Ojerstam,True,42.0,74.0,180.0,"        TV bench with drawers,          180x42x74 cm"
STALLARP,45.0,Cabinets & cupboards,Carl Ojerstam,True,4.0,10.0,4.0,        Leg
EKET,1391.0,Cabinets & cupboards,Jon Karlsson/IKEA of Sweden,True,35.0,72.0,280.0,"        Cabinet combination with feet,          280x35x72 cm"
HALLAN,325.0,Cabinets & cupboards,Jon Karlsson,True,47.0,67.0,45.0,"        Storage combination with doors,          45x47x67 cm"
STUBBARP,35.0,Cabinets & cupboards,IKEA of Sweden,True,44.0,100.0,44.0,        Leg
BESTA,60.0,Cabinets & cupboards,IKEA of Sweden,True,40.0,15.0,60.0,"        Drawer frame,          60x15x40 cm"
BEKANT,1294.0,Cabinets & cupboards,Eva Lilja Lowenhielm,True,45.0,101.0,61.0,"        Storage unit on legs,          61x101 cm"
HAVSTA,895.0,Cabinets & cupboards,IKEA of Sweden,True,35.0,123.0,81.0,"        Glass-door cabinet,          81x35x123 cm"
BESTA,195.0,Cabinets & cupboards,IKEA of Sweden,True,40.0,128.0,60.0,"        Frame,          60x40x128 cm"
GALANT,4540.0,Cabinets & cupboards,K Malmvall/E Lilja Lowenhielm,True,45.0,160.0,160.0,"        Storage combination with drawers,          160x160 cm"
LIXHULT,198.0,Cabinets & cupboards,Jon Karlsson,True,35.0,70.0,35.0,"        Storage combination,          35x70 cm"
IDASEN,1090.0,Cabinets & cupboards,Jon Karlsson/IKEA of Sweden,True,47.0,172.0,45.0,"        High cabinet with smart lock,          45x172 cm"
HAVSTA,4580.0,Cabinets & cupboards,IKEA of Sweden,True,47.0,212.0,242.0,"        Storage comb w sliding glass doors,          242x47x212 cm"
LIXHULT,495.0,Cabinets & cupboards,Jon Karlsson,True,35.0,70.0,95.0,"        Cabinet combination,          95x35x92 cm"
BILLY / MORLIDEN,1770.0,Cabinets & cupboards,IKEA of Sweden/Gillis Lundgren,True,30.0,237.0,160.0,"        Bookcase,          160x30x237 cm"
HALLAN,375.0,Cabinets & cupboards,Jon Karlsson,True,47.0,92.0,45.0,"        Storage combination with doors,          45x47x92 cm"
BESTA,110.0,Cabinets & cupboards,IKEA of Sweden,True,20.0,64.0,60.0,"        Frame,          60x20x64 cm"
HALLAN,1400.0,Cabinets & cupboards,Jon Karlsson,True,47.0,167.0,90.0,"        Storage combination with doors,          90x47x167 cm"
HAVSTA,1540.0,Cabinets & cupboards,IKEA of Sweden,True,47.0,212.0,81.0,"        Storage combination with doors,          81x47x212 cm"
BEKANT,1000.0,Cabinets & cupboards,IKEA of Sweden/Eva Lilja Lowenhielm,True,45.0,61.0,41.0,"        Storage unit with smart lock,          41x61 cm"
BEKANT,944.0,Cabinets & cupboards,Eva Lilja Lowenhielm,True,45.0,101.0,41.0,"        Storage unit on legs,          41x101 cm"
HALLAN,2775.0,Cabinets & cupboards,Jon Karlsson,True,47.0,192.0,135.0,"        Storage combination with doors,          135x47x192 cm"
BILLY / OXBERG,1370.0,Cabinets & cupboards,Gillis Lundgren/IKEA of Sweden,True,30.0,237.0,160.0,"        Bookcase w height extension ut/drs,          160x30x237 cm"
BESTA,990.0,Cabinets & cupboards,IKEA of Sweden,True,42.0,39.0,180.0,"        TV bench,          180x42x39 cm"
BESTA,75.0,Cabinets & cupboards,IKEA of Sweden,True,40.0,25.0,60.0,"        Drawer frame,          60x25x40 cm"
BESTA,1470.0,Cabinets & cupboards,IKEA of Sweden,True,42.0,74.0,240.0,"        TV bench with doors and drawers,          240x42x74 cm"
MALSJO,1516.0,Cabinets & cupboards,Carina Bengs,True,48.0,141.0,103.0,"        Glass-door cabinet,          103x48x141 cm"
HALLAN,600.0,Cabinets & cupboards,Jon Karlsson,True,47.0,117.0,45.0,"        Storage combination with doors,          45x47x117 cm"
BESTA,2710.0,Cabinets & cupboards,IKEA of Sweden/Marcus Arvonen,True,40.0,230.0,240.0,"        TV storage combination/glass doors,          240x40x230 cm"
LIXHULT,693.0,Cabinets & cupboards,Jon Karlsson,True,35.0,105.0,95.0,"        Storage combination,          95x127 cm"
HAVSTA,2980.0,Cabinets & cupboards,IKEA of Sweden,True,47.0,212.0,203.0,"        Storage combination w glass doors,          203x47x212 cm"
BESTA,2330.0,Cabinets & cupboards,IKEA of Sweden,True,40.0,192.0,180.0,"        TV storage combination/glass doors,          180x40x192 cm"
HAVSTA,3680.0,Cabinets & cupboards,IKEA of Sweden,True,47.0,212.0,243.0,"        Storage comb w sliding glass doors,          243x47x212 cm"
EKET,1123.0,Cabinets & cupboards,IKEA of Sweden/Jon Karlsson,True,35.0,212.0,70.0,"        Cabinet combination with feet,          70x35x212 cm"
HAVSTA,1395.0,Cabinets & cupboards,IKEA of Sweden,True,37.0,134.0,121.0,"        Glass-door cabinet with plinth,          121x37x134 cm"
BESTA / EKET,1719.0,Cabinets & cupboards,IKEA of Sweden/Jon Karlsson,True,40.0,220.0,210.0,"        Cabinet combination for TV,          210x40x220 cm"
BESTA,3340.0,Cabinets & cupboards,Marcus Arvonen/IKEA of Sweden,True,40.0,230.0,300.0,"        TV storage combination/glass doors,          300x40x230 cm"
HAVSTA,4770.0,Cabinets & cupboards,IKEA of Sweden,True,47.0,212.0,243.0,"        Storage combination w glass-doors,          243x47x212 cm"
LIXHULT,297.0,Cabinets & cupboards,Jon Karlsson,True,35.0,70.0,105.0,"        Storage combination,          105x70 cm"
BEKANT,1039.0,Cabinets & cupboards,IKEA of Sweden/Eva Lilja Lowenhielm,True,45.0,101.0,41.0,"        Storage unit with smart lock,          41x101 cm"
BEKANT,1200.0,Cabinets & cupboards,IKEA of Sweden/Eva Lilja Lowenhielm,True,45.0,101.0,41.0,"        Storage unit with smart lock,          41x101 cm"
BILLY / OXBERG,1735.0,Cabinets & cupboards,IKEA of Sweden/Gillis Lundgren,True,30.0,237.0,120.0,"        Bookcase,          120x30x237 cm"
HALLAN,1750.0,Cabinets & cupboards,Jon Karlsson,True,47.0,167.0,90.0,"        Storage combination with doors,          90x47x167 cm"
HEMNES,2666.0,Cabinets & cupboards,Carina Bengs,True,37.0,197.0,188.0,"        Storage combination w doors/drawers,          188x197 cm"
IDASEN,1345.0,Cabinets & cupboards,Jon Karlsson/IKEA of Sweden,True,47.0,119.0,80.0,"        Cabinet with smart lock,          80x119 cm"
GALANT,1520.0,Cabinets & cupboards,Eva Lilja Lowenhielm/K Malmvall/E Lilja Lowenhielm,True,45.0,120.0,160.0,"        Storage combination,          160x120 cm"
LIXHULT,244.0,Cabinets & cupboards,Jon Karlsson,True,35.0,95.0,35.0,"        Storage combination,          35x117 cm"
LIXHULT,1160.0,Cabinets & cupboards,Jon Karlsson,True,35.0,120.0,140.0,"        Storage combination,          140x142 cm"
HAVSTA,2525.0,Cabinets & cupboards,IKEA of Sweden,True,37.0,134.0,243.0,"        Storage combination w glass-doors,          243x37x134 cm"
